0.651456	212	1
12.437344	210	3
-2.384960	230	1
15.963048	211	2
18.370229	215	4
8.042814	198	3
28.683289	211	2
9.891752	209	2
18.481699	209	3
13.592233	209	3
7.866712	213	1
10.905307	217	2
15.839308	215	5
2.107787	210	1
11.772521	204	2
7.531405	211	2
7.079712	229	1
14.288037	221	1
5.811434	228	2
0.279193	214	1
6.794833	216	1
7.262667	217	1
21.496695	219	5
8.050557	210	2
17.613240	218	2
12.966605	208	2
3.379573	205	1
15.266946	213	2
3.504737	211	1
2.959164	214	1
24.607099	228	7
5.474068	217	1
18.808578	205	2
17.350074	212	1
-3.268358	210	1
7.870456	218	3
5.716257	212	2
18.203906	208	3
8.144293	205	2
14.679286	223	1
7.264655	225	2
50.604079	210	10
5.625601	215	1
16.695372	213	4
12.575578	208	4
11.462776	212	1
5.741827	214	2
15.848523	210	3
11.197674	214	2
17.367532	222	3
10.973010	195	2
-4.969100	209	1
6.643531	200	1
1.693057	203	1
-1.311369	212	2
16.803035	210	4
5.759140	199	1
21.929340	210	2
27.784413	214	4
18.865243	220	2
8.217163	215	1
6.122019	209	1
3.278974	217	1
3.837761	205	1
5.616395	204	1
5.786272	206	1
21.109647	209	4
7.123550	220	1
13.716773	198	2
20.993758	216	5
11.530706	221	2
5.268550	202	2
9.643023	212	2
10.170964	213	2
9.422366	216	4
14.003246	210	2
20.628378	202	5
11.001109	230	2
26.538764	211	1
14.837811	198	2
0.745679	204	1
-0.408354	224	2
3.153845	214	1
6.689512	216	1
4.235837	220	1
5.289605	220	2
12.857758	203	2
9.883331	203	2
7.527743	203	2
8.588077	211	1
6.578721	215	2
2.582761	210	1
14.167969	214	4
0.871945	215	1
4.227451	217	2
12.418721	209	2
17.625856	210	2
8.547960	212	2
26.911571	209	5
4.933026	214	1
9.831868	226	2
2.355279	215	1
10.009688	212	2
0.767451	209	1
10.073265	215	3
15.995066	204	1
35.453613	214	6
12.581440	207	1
5.299336	214	2
10.535421	211	3
-0.012797	196	2
12.491253	222	2
21.764720	222	4
1.900504	220	1
14.252040	214	3
14.209509	226	3
2.823601	224	1
5.147875	202	1
6.869113	211	1
12.783870	214	2
-4.729025	213	1
10.854733	221	2
21.214979	209	4
15.495113	221	3
25.201099	212	4
2.980686	218	3
0.742426	217	1
22.570806	209	4
15.413097	219	4
8.856503	207	2
2.143239	215	2
7.168336	212	4
35.288613	215	5
19.603565	212	5
2.429758	223	1
2.556060	215	1
8.040582	220	1
0.477762	216	2
10.163162	225	2
10.043121	200	1
1.155239	208	1
11.909234	214	2
15.306444	212	2
5.669812	217	2
4.198618	218	1
31.575335	204	3
15.751551	222	2
15.628069	211	3
19.418206	211	2
8.986122	220	1
9.426737	215	1
41.337257	207	6
13.215252	221	2
3.070734	214	2
15.060613	217	2
9.961900	228	2
3.655510	220	1
1.532999	208	1
2.089464	211	1
22.951345	210	4
7.717704	212	1
14.810979	216	3
24.539060	223	6
-7.117263	220	1
-4.335874	216	1
7.881929	208	3
11.604756	219	2
0.301651	208	1
4.235295	219	1
9.703421	212	2
17.993974	210	5
3.886171	219	2
4.073554	208	1
2.350270	212	1
6.484647	214	2
9.671809	213	3
6.194303	214	1
12.707987	207	1
0.381932	221	1
14.699329	214	1
6.126959	221	1
0.528752	218	2
39.496358	208	6
18.101480	206	2
12.598873	211	2
-1.467421	201	2
13.868677	217	3
18.135379	215	3
2.233976	214	1
6.447945	210	2
3.675390	213	1
16.390549	205	4
0.440204	217	1
5.417593	204	1
2.786835	217	1
-0.697908	202	1
2.958925	210	2
7.380785	226	2
9.125021	209	2
8.329979	216	2
2.019040	213	4
7.080043	217	1
14.350153	223	2
5.836731	214	1
14.433825	213	1
5.782398	215	2
5.724981	216	1
4.915085	210	2
0.091229	222	1
0.250787	205	1
9.799620	215	3
25.051636	213	6
18.995424	228	4
4.235361	227	2
13.245149	207	2
-3.015821	214	1
6.177820	210	2
11.388288	213	4
10.923755	209	2
2.531601	208	1
25.323170	213	3
8.898760	209	1
10.570321	215	2
26.313229	214	5
16.871788	199	4
19.947751	206	5
17.919935	214	2
-0.986569	216	1
9.691431	228	2
16.123937	220	2
1.822509	222	1
16.308093	225	4
14.023700	211	2
2.245415	214	1
3.548202	217	3
7.204163	212	2
8.386775	203	2
33.184968	218	6
4.302542	215	1
10.561808	211	2
10.375610	207	3
16.708867	213	1
-5.744254	212	1
11.470732	204	4
-1.036050	210	1
5.307107	213	1
32.943932	211	5
8.232378	215	1
12.521943	208	2
5.290170	216	2
12.227739	217	2
14.516366	211	1
4.518540	221	2
1.552739	226	1
13.936695	210	2
3.600901	223	2
10.081914	209	2
8.122422	208	2
14.525763	204	2
8.465810	209	1
5.018919	222	2
25.205574	212	3
-2.466064	217	1
17.400091	203	2
22.029622	228	2
12.744329	227	2
8.260679	204	1
-1.233926	204	1
8.390263	207	2
1.873039	201	1
13.879651	214	2
20.245720	216	2
8.177780	203	1
22.918831	233	4
-2.330410	206	2
13.410409	211	2
-2.721931	222	1
38.357938	218	7
8.762636	213	2
10.440057	209	1
15.274324	213	2
21.520426	211	3
23.512180	219	4
1.306500	210	2
6.574274	220	2
0.742709	215	2
6.674557	205	1
13.312001	216	1
20.831753	214	3
3.055987	228	1
4.798005	227	2
0.718384	211	1
23.565275	218	3
15.368232	200	3
4.750460	205	1
15.949964	214	3
-2.732207	225	1
-1.100747	220	1
28.261141	219	4
-0.158691	220	1
17.169508	224	1
0.440446	224	1
3.950265	223	2
20.512429	203	3
6.489907	212	1
7.034161	214	2
10.494145	216	3
11.809933	212	2
12.010142	217	2
8.304173	205	1
13.308063	207	2
25.052686	208	3
1.812677	209	1
8.927510	218	2
10.107816	218	1
2.478722	203	1
3.657686	229	2
1.123105	214	1
7.231532	206	1
11.930525	213	4
7.035692	222	3
-1.829119	217	1
10.504761	216	1
1.275613	226	3
17.810772	213	2
2.439965	218	2
2.063889	220	1
1.854963	210	1
11.889944	222	2
3.156284	213	1
1.167077	221	2
6.641757	209	1
-0.454737	224	1
-2.463288	218	1
0.163780	214	1
18.454056	223	4
13.520905	207	2
13.892780	199	3
6.830963	214	1
12.083438	217	2
18.803970	217	1
8.818698	214	2
15.047241	203	1
3.783989	218	2
-1.328892	212	1
10.112534	216	3
3.114555	221	1
23.759435	212	3
5.760838	213	1
3.499358	220	1
3.203616	215	2
18.418001	233	3
14.168377	213	4
28.343775	213	5
11.403254	216	1
-0.015942	212	1
13.771889	217	2
13.151331	216	2
12.869639	209	3
12.034636	211	2
16.811678	212	2
7.086355	200	1
7.471692	217	1
41.064458	204	6
13.637870	214	2
4.057530	217	1
-0.594283	222	1
2.113067	217	1
19.045260	216	3
7.058593	215	2
1.214181	224	1
3.894208	224	1
-1.221695	217	1
14.106647	214	1
8.513571	206	3
7.518706	214	1
8.802186	216	1
1.768466	219	1
10.851081	206	2
2.465172	212	1
-1.765788	206	1
-1.107263	211	1
10.731196	214	3
7.930750	206	2
-2.148730	212	1
0.424042	213	1
2.128432	205	2
1.511864	213	1
-0.703114	197	2
12.574966	221	2
1.074246	213	2
11.725782	222	3
0.845409	228	2
1.174768	216	1
5.669448	207	2
5.658650	215	1
12.467260	221	3
-3.437386	212	1
19.091516	214	2
16.706612	216	4
19.788946	225	5
14.545392	208	2
21.286348	215	3
12.513909	219	1
-2.829693	208	1
-0.362893	205	1
14.374487	219	2
18.556472	212	2
17.884219	225	2
-3.469432	207	1
38.134767	222	5
0.802534	209	1
3.358151	221	1
1.819480	216	1
7.694292	209	1
20.887218	216	4
-5.270663	225	1
-5.744921	222	1
4.471546	207	2
11.335841	209	1
20.697057	213	4
-2.937325	214	1
9.283076	216	3
14.754348	212	2
-0.813512	213	1
9.702043	212	2
9.084115	216	3
24.754173	227	2
12.876849	211	1
14.711918	203	4
10.094594	224	2
11.254234	206	2
-8.877258	215	1
11.101194	212	3
11.299151	214	1
22.794374	216	3
6.711223	219	2
4.003098	214	1
26.612645	200	5
18.971254	222	4
-2.245111	201	1
3.702796	204	1
19.489466	224	3
5.485680	207	2
11.920532	206	2
4.220716	216	1
4.605307	214	1
13.897878	211	2
14.023685	214	2
19.177365	216	3
4.321475	219	1
-0.852431	217	1
13.395106	208	2
-0.148958	218	1
7.970361	207	1
12.410685	222	2
22.341351	223	5
0.282965	224	2
28.522498	210	5
4.209051	212	1
3.150561	234	2
20.275302	219	2
5.861670	216	1
8.898942	212	1
16.791353	221	2
5.158286	217	3
12.148294	210	3
9.944996	211	4
6.883477	223	1
20.921777	208	3
14.728857	219	3
27.756725	208	1
6.568859	206	2
-4.263552	213	1
-0.215908	211	1
19.869888	206	3
11.705731	229	2
18.569591	223	3
10.879408	202	2
5.873390	208	1
-6.780980	211	1
17.063876	204	3
7.947828	217	1
24.383548	210	4
2.111151	215	1
4.741406	213	1
1.987276	216	2
7.034689	219	2
11.675690	214	2
0.774308	207	1
3.032082	210	1
2.679421	207	1
25.019109	220	3
9.350350	209	1
12.689295	208	2
20.372964	211	4
1.604755	204	1
20.809535	204	3
5.899312	213	1
2.792327	221	1
24.781374	219	4
3.417900	212	1
9.873364	207	2
12.478260	215	2
13.934063	213	2
-1.576534	212	1
9.144637	216	2
32.847475	208	6
27.783764	210	2
15.384115	219	2
11.515090	214	2
8.631774	215	1
8.395243	210	1
14.928119	224	2
4.089724	222	1
8.885536	219	1
17.411807	205	2
17.432174	212	2
25.257702	208	4
43.567895	207	8
4.366206	215	2
15.385897	203	2
16.932570	219	2
11.874574	209	1
8.910101	212	2
0.684021	207	1
0.468642	207	1
3.486621	214	1
31.644370	209	4
2.243903	220	1
9.237911	205	1
6.326344	209	1
24.725338	209	4
24.842573	213	3
8.515748	220	3
8.009155	217	1
11.812312	209	2
2.031890	208	1
6.932143	202	2
29.429464	213	3
6.390189	222	1
3.738926	214	2
18.604436	213	4
7.732974	208	2
9.612976	201	1
8.770279	215	2
3.419727	220	1
2.467484	221	4
10.859556	216	3
31.403050	209	6
11.332159	202	1
18.519323	215	2
12.035449	218	1
-0.230371	214	1
4.987088	217	1
14.297791	206	2
23.050679	219	5
8.821486	214	2
8.774042	219	2
16.889770	211	1
22.732207	224	3
13.685124	218	5
-1.639161	207	1
4.060427	223	2
10.820312	201	3
7.444685	215	2
-1.571204	211	2
3.582079	216	1
15.275810	214	1
3.917305	219	2
6.838192	211	2
6.543905	210	1
-3.199634	212	1
15.555938	210	3
4.864386	209	1
3.681178	206	1
9.964926	208	2
2.120239	222	1
4.294780	219	1
8.048282	225	2
1.708570	207	1
18.236795	214	4
7.481683	204	1
2.949615	211	3
4.523197	208	1
9.638913	225	1
12.613518	208	1
13.718258	221	3
7.752632	210	1
9.957610	213	2
3.201315	212	1
-5.080323	214	1
10.807399	208	2
22.977390	223	4
4.153182	207	1
6.350354	217	1
4.509667	213	1
26.581947	211	4
37.882105	212	9
9.316599	209	1
10.949252	230	2
18.398691	224	3
12.026534	216	2
13.065777	221	2
6.707948	218	1
-0.198672	216	1
-3.311666	203	1
5.256916	203	1
6.839426	204	1
-0.730182	203	1
3.703663	226	1
11.521351	207	2
3.220963	213	1
1.008775	218	1
3.811076	213	1
21.061381	221	3
10.274852	207	2
3.380834	229	2
9.367103	213	2
9.295293	211	1
18.726115	215	5
3.374292	211	1
2.387562	206	1
17.659894	224	4
17.265453	215	2
7.675809	226	2
-0.713662	222	1
2.286621	221	2
2.080010	215	1
14.011708	217	2
-0.516309	210	1
5.103683	221	1
-4.402705	219	1
13.631381	201	2
11.255468	211	1
6.040315	212	2
33.394441	223	6
7.059651	215	2
1.726626	220	1
-0.717977	217	1
5.137730	210	1
25.264762	214	5
21.202976	212	4
15.708970	200	4
11.432383	222	2
15.652671	216	1
18.218677	203	3
16.252893	211	4
13.468835	218	4
5.575998	215	1
6.504786	220	2
6.039616	214	1
-4.809300	213	1
3.112480	208	1
-0.886561	222	1
12.114167	201	3
-2.408221	211	1
1.162550	220	1
5.359296	215	2
11.378510	222	1
-6.065537	205	1
9.042835	206	2
15.600685	225	2
5.103295	222	2
15.404816	217	2
22.449830	210	2
15.818389	213	4
8.911387	210	3
12.274750	212	2
20.534655	205	2
13.815165	214	3
18.939011	198	4
31.441420	217	4
1.217341	208	2
4.589838	225	2
34.297837	212	4
-3.072411	215	1
7.902062	207	1
7.266772	219	2
8.666900	220	2
4.795880	220	1
0.803743	205	2
4.613599	219	1
5.600081	205	1
4.155854	214	1
13.241511	212	2
3.935947	209	2
5.623208	208	1
-6.884503	213	1
2.528338	232	2
4.098050	213	1
17.392857	203	3
9.393163	211	2
2.373025	222	1
1.268606	207	1
9.102700	218	1
15.974434	221	3
-5.069053	206	2
9.616629	215	2
6.238907	214	2
6.443823	219	2
8.716525	225	2
-1.949183	219	1
10.431488	215	2
19.886357	215	3
12.799256	211	3
14.337164	219	5
5.659023	221	2
2.845481	201	4
14.333193	223	2
8.138607	211	1
1.449333	213	1
7.996976	211	1
0.575496	212	1
19.682941	217	5
15.976224	195	2
7.884767	210	2
13.915706	209	2
9.995900	224	4
11.318883	208	2
7.729191	211	2
4.912679	212	4
-2.695505	209	1
13.618573	214	1
-2.721556	220	1
11.056097	218	2
10.982659	216	1
10.119424	206	2
-3.457840	214	1
1.676169	216	1
3.135714	209	1
41.293311	228	7
32.769657	230	8
26.075182	204	3
-0.477230	216	1
9.073912	209	1
-1.151807	210	1
3.102901	216	1
25.215064	217	2
6.962586	207	1
10.106015	212	3
23.704584	219	3
9.239861	212	2
5.828125	215	1
15.687759	212	4
14.026239	213	2
9.932057	207	2
11.713378	207	2
6.599416	216	3
6.294048	216	2
12.812461	218	3
8.713240	205	1
27.553515	208	5
9.556990	214	3
1.414743	215	1
4.550582	218	1
0.761131	212	1
12.142318	213	2
9.513463	219	1
12.683700	220	3
10.159640	207	2
-2.884720	219	1
33.325141	212	4
15.809171	211	2
9.893358	220	1
5.163491	218	1
21.435224	212	2
1.973369	209	2
3.716302	227	1
7.727231	211	1
27.352108	215	4
29.638294	202	4
41.100747	208	10
9.267002	200	1
22.156784	215	2
7.994687	217	1
0.665732	219	1
27.707509	228	5
3.775453	214	2
8.710281	210	3
12.892522	225	1
6.379182	219	1
7.681538	219	1
2.088607	209	2
1.998625	218	1
13.179014	201	1
4.786069	203	1
8.816467	215	1
9.959238	222	2
34.719544	222	5
4.687519	220	1
11.176432	217	2
0.973980	212	1
7.052350	209	2
14.607376	218	2
24.885941	222	3
-2.851849	216	1
10.049345	216	1
1.544753	215	1
12.181655	195	1
13.569294	213	2
17.932277	205	2
45.954342	202	6
14.958331	218	3
8.313528	208	2
15.200780	220	2
15.438551	204	2
14.755471	222	1
2.436248	207	4
3.172047	215	2
6.219929	213	2
31.558626	222	7
5.355411	213	2
38.814983	202	4
6.694984	223	2
6.354569	211	2
14.716145	220	3
12.292672	218	3
-0.811063	221	1
3.060822	224	1
17.668464	207	2
3.289813	212	1
-10.446377	214	1
20.879819	201	5
23.602444	205	5
-5.989157	216	1
4.605598	216	2
9.879489	223	2
-0.491496	212	2
8.794753	221	1
8.642677	211	3
3.955792	202	1
31.566113	224	7
8.109574	199	2
1.616311	214	1
